366;Chesterfield;USA�UK;Town class destroyer;1940;scrapped 1947
367;Chevalier�(DD-451);USA;Fletcher-class destroyer;1942;sunk 7 October 1943
368;Chevalier (II);USA;Gearing class destroyer;1945;to South Korea 1977
369;Chew;USA;Wickes class destroyer;2018;scrapped 1946
370;Chicago (I);USA;Northampton class heavy cruiser;1931;sunk 30 January 1943
371;Chicago (II);USA;Baltimore class heavy cruiser;1945;converted to missile cruiser 1964, decommissioned 1980, scrapped 1992
372;Chikuma;Japan;Tone class heavy cruiser;1939;sunk 25 October 1944
373;Chitose;Japan;Chitose class aircraft carrier;1938;sunk 25 October 1944
374;Chiyoda;Japan;Chitose class aircraft carrier;1938;sunk 25 October 1944
375;Ch?kai;Japan;Takao class heavy cruiser;1905;sunk 25 October 1944
376;Christopher;USA�Brazil;Cannon class destroyer escort;1943;to Brazil 19 December 1944 as Benevente
377;Churchill;USA�UK�USSR;Town class destroyer;1940;to USSR as Deyatelny 16 July 1944, sunk 16 January 1945
378;Ch?y?;Japan;Taiy? class aircraft carrier;1942;sunk 4 December 1943
379;Cincinnati;USA;Omaha class light cruiser;2024;scrapped 1946
380;Clare;USA�UK;Town class destroyer;1940;scrapped 1945
381;Clarence K. Bronson;USA;Fletcher-class destroyer;1943;to Turkey 1967, scrapped 1987
382;Clarence L. Evans;USA;Cannon class destroyer escort;1944;to France 1952, scrapped 1960
383;Clark;USA;Porter class destroyer leader;1936;scrapped 1946
384;Claxton (I);USA/�UK/�Canada;Wickes class destroyer;2019;to UK 5 December 1940 as HMS (later HMCS) Salisbury
385;Claxton;USA;Fletcher-class destroyer;1942;To West Germany 1959
386;Clemson;USA;Clemson class sea plane tender, destroyer & high speed transport;2019;Decommissioned 12 October 1945
387;Cleveland;USA;Cleveland class light cruiser;1942;decommissioned 7 February 1947, scrapped 1960
388;Clive;India;24 class sloop;2020;Scrapped 1947
389;Cloues;USA;Evarts class destroyer escort;1943;scrapped 1947
390;Coates;USA;Rudderow class destroyer escort;1944;decommissioned 1970, sunk as target 1971
391;Cockrill;USA;Edsall class destroyer escort;1943;decommissioned 1946, sunk as target 1974
392;Codrington;UK;A class destroyer leader;1930;sunk 27 July 1940
393;Cofer;USA;Buckley class destroyer escort;1944;decommissioned 1946, scrapped 1968
394;Coffman;USA;Cannon class destroyer escort;1943;decommissioned 1946, scrapped 1973
395;Coghlan;USA;Benson class destroyer;1942;decommissioned 1947, scrapped 1974
396;Cogswell;USA;Fletcher-class destroyer;1943;to Turkey 1969, scrapped 1980
397;Colahan;USA;Fletcher-class destroyer;1943;sunk as target 1966
398;Colbert;France;Suffren class heavy cruiser;1931;scuttled 27 November 1942
399;Cole;USA;Wickes class destroyer;2019;scrapped 1947
400;Colhoun (I);USA;Wickes class destroyer, converted to a fast transport;2018;sunk 30 August 1942
401;Colhoun�(DD-801);USA;Fletcher-class destroyer;1944;Sunk 6 April 1945
402;Collett;USA;Sumner class destroyer;1944;to Argentina 1974
403;Colombo;UK;C class light cruiser;2019;scrapped 1948
404;Colossus;UK;Colossus class aircraft carrier;1944;transferred to France, renamed Arromanches 6 August 1946
405;HMCS Columbia;USA�Canada;Town class destroyer;1940;scrapped 1945
406;USS Columbia;USA;Cleveland class light cruiser;1942;scrapped 1959
407;Columbus;USA;Baltimore class heavy cruiser;1945;converted to missile cruiser 1962, scrapped 1977
408;Combattante;Free France;Hunt class Escort destroyer;1942;sunk 23 February 1945
409;Commencement Bay;USA;Commencement Bay class escort carrier;1944;Decommissioned 30 November 1946, scrapped 1971
410;Compton;USA;Sumner class destroyer;1944;to Brazil 1972, scrapped 1990
411;Concord;USA;Omaha class light cruiser;2023;scrapped 1947
412;Cone;USA;Gearing class destroyer;1945;to Pakistan 1982, scrapped 1998
413;Conklin;USA;Butler class destroyer escort;1944;decommissioned 1946, scrapped 1972
414;Conner (I);USA/�UK;Caldwell class destroyer;2018;To UK as HMS Leeds, 23 October 1940
415;Conner�(DD-582);USA;Fletcher-class destroyer;1943;to Greece 1959, scrapped 1997
416;Connolly;USA;Evarts class destroyer escort;1944;scrapped 1947
417;ORP Conrad ex. HMS Danae;UK, then �Poland;D class cruiser;1944;returned to Royal Navy 28 September 1946, scrapped Mar 1948
418;Conte di Cavour;Italy;Conte di Cavour-class battleship;1905;Decommissioned 18 May 1928
419;Converse;USA;Fletcher-class destroyer;1942;to Spain 1959, scrapped 1988
420;Conway (ex-Craven) (I);USA/�UK;Caldwell class destroyer;2018;To UK as HMS Lewes, 23 October 1940
421;Conway�(DD-507);USA;Fletcher-class destroyer;1942;sunk as target 1970
422;Cony;USA;Fletcher-class destroyer;1942;sunk as target 1970
423;Conyngham;USA;Mahan class destroyer;1936;scuttled 1948 after A-bomb test
424;Coolbaugh;USA;Buckley class destroyer escort;1943;decommissioned 1960, scrapped 1973
425;Cooner;USA;Cannon class destroyer escort;1943;decommissioned 1946, scrapped 1973
426;Cooper;USA;Sumner class destroyer;1944;sunk 3 December 1944
427;Copahee;USA;Bogue-class escort carrier;1942;decommissioned 1946, scrapped 1961
428;Coral Sea (later Anzio);USA;Casablanca-class escort carrier;1943;decommissioned 1946, scrapped 1959
429;Corbesier;USA;Butler class destroyer escort;1944;decommissioned 1946, scrapped 1974
430;Core;USA;Bogue-class escort carrier;1942;decommissioned 1946, scrapped 1971
431;Cornwallis;India;Cornwallis class sloop;1905;Scrapped 1946
432;Corregidor;USA;Casablanca-class escort carrier;1943;scrapped 1959
433;Corry;USA;Gleaves class destroyer;1941;sunk 6 June 1944
434;Cossack;UK;Tribal class destroyer;1938;sunk 24 October 1941
435;Coronel;German;auxiliary cruiser;1938;ran aground 21 November 1984
436;Corrientes;Argentina;Buenos Aires class destroyer;;Lost 3 October 1941
437;Cotten;USA;Fletcher-class destroyer;1943;decommissioned 1960, scrapped 1975
438;Courageous;UK;Glorious-class aircraft carrier;2016;sunk 17 September 1939
439;Courbet;France�Free France;Courbet-class battleship;2013;"scuttled as a ""Gooseberry"" breakwater 6 June 1944"
440;Cowell (I);USA/�UK/�USSR;Wickes class destroyer;2019;to RN 23 September 1940 as HMS Brighton (later to USSR as Zharkiy)
441;Cowell�(DD-547);USA;Fletcher-class destroyer;1943;to Argentina 1971, scrapped 1982
442;Cowpens;USA;Independence class light carrier;1943;decommissioned 13 January 1947, scrapped 1960
443;Coventry;UK;C class light cruiser;2018;lost 14 September 1942
444;Cowie;USA;Gleaves class destroyer;1942;decommissioned 1947, scrapped 1972
445;Crane;USA;Wickes class destroyer;2019;scrapped 1946
446;Craven;USA;Gridley class destroyer;1937;scrapped 1947
447;Croatan;USA;Bogue-class escort carrier;1943;decommissioned 1946, scrapped 1971
448;Croix de Lorraine;UK�Free France;River class frigate;1944;Decommissioned 1961
449;Cronin;USA;Buckley class destroyer escort;1944;sunk as target 1971
450;Crosby;USA;Wickes class destroyer and destroyer-transport;2019;scrapped 1946
451;Cross;USA;Butler class destroyer escort;1945;decommissioned 1958, scrapped 1968
452;Crouter;USA;Evarts class destroyer escort;1943;scrapped 1947
453;Crowninshield;USA�UK�Canada�USSR;Wickes class destroyer;2019;to RN 9 September 1940 as HMS (later HMCS) Chelsea, then to USSR as Derzkiy
454;Crowley;USA;Evarts class destroyer escort;1944;scrapped 1947
455;Cuba;Cuba;sloop;1905;stricken 1971
456;Cummings;USA;Mahan class destroyer;1936;scrapped 1947
457;Curacoa;UK;C class light cruiser;2018;lost 2 October 1942
458;Curlew;UK;C class light cruiser;2017;lost 26 May 1940
459;Currier;USA;Buckley class destroyer escort;1944;sunk as target 1967
460;Cushing (I);USA;Mahan class destroyer;1936;sunk 13 November 1942
461;Cushing�(DD-797);USA;Fletcher-class destroyer;1944;to Brazil 1961, scrapped 1982
462;Dahlgren;USA;Clemson-class destroyer;2020;scrapped 1946
463;Dale;USA;Farragut class destroyer;1935;scrapped 1947
464;Dale W. Peterson;USA;Edsall-class destroyer escort;1944;decommissioned 1946, scrapped 1972
465;Dallas;USA;Clemson-class destroyer;2020;scrapped 1945
466;Daly;USA;Fletcher-class destroyer;1942;decommissioned 1960, scrapped 1976
467;Damon M. Cummings;USA;Buckley-class destroyer escort;1944;decommissioned 1947, scrapped 1973
468;Daniel;USA;Edsall-class destroyer escort;1944;decommissioned 1946, scrapped 1974
469;Daniel A. Joy;USA;Rudderow-class destroyer escort;1944;scrapped 1966
470;Daniel T. Griffin;USA;Buckley-class destroyer escort;1943;to Chile 1966
471;Darby;USA;Buckley-class destroyer escort;1943;sunk as target 1970
472;Dasher;UK;Avenger class escort aircraft carrier;1942;sunk 27 March 1943
473;Dashiell;USA;Fletcher-class destroyer;1943;decommissioned 1960, scrapped 1975
474;Dauntless;UK;Danae class cruiser;2018;scrapped 1946
475;David W. Taylor;USA;Fletcher-class destroyer;1943;to Spain 1957, scrapped 1987
476;Davis;USA;Somers class destroyer leader;1938;scrapped 1947
477;Davison;USA;Gleaves class destroyer;1942;decommissioned 1949, scrapped 1973
478;Day;USA;Rudderow-class destroyer escort;1944;
479;Dayton;USA;Cleveland class light cruiser;1945;scrapped 1962
480;Decatur;USA;Clemson-class destroyer;2022;scrapped 1945
481;Decker;USA�China;Evarts-class destroyer escort;1943;"to Republic of China as Tai Ping 28 August 1945; sunk in action 1954"
482;D�couverte;Free France;River class frigate;1944;Decommissioned 1959
483;Decoy;UK;D-class destroyer;1933;Transferred to RCN 12 April 1943, renamed HMCS Kootenay, broken up Jan 1946
484;Deede;USA;Evarts-class destroyer escort;1943;scrapped 1947
485;De Haven (I);USA;Fletcher-class destroyer;1942;sunk 1 February 1943
486;De Haven (II);USA;Sumner-class destroyer;1944;to South Korea 1973, scrapped 1993
487;Delhi;UK;Danae class cruiser;2019;scrapped 1948
488;DeLong;USA;Rudderow-class destroyer escort;1943;sunk as target 1970
489;Dempsey;USA;Evarts-class destroyer escort;1943;scrapped 1947
490;Dennis;USA;Butler-class destroyer escort;1944;decommissioned 1946, scrapped 1973
491;Dennis J. Buckley;USA;Gearing-class destroyer;1945;scrapped 1974
492;Dent;USA;Wickes-class destroyer;2018;scrapped 1946
493;Denver;USA;Cleveland class light cruiser;1942;scrapped 1960
494;De Ruyter;Netherlands;De Ruyter class cruiser;1936;sunk 28 February 1942
495;Despatch;UK;Danae class cruiser;2022;scrapped 1946
496;Detroit;USA;Omaha class light cruiser;2023;scrapped 1946
497;Deutschland;German;Deutschland class heavy cruiser;1933;renamed L�tzow
498;Devonshire;UK;County class cruiser;2029;scrapped Dec 1954
499;Dewey;USA;Farragut class destroyer;1934;scrapped 1946
500;Dickerson;USA;Wickes-class destroyer and destroyer-transport;2019;sunk 4 April 1945
501;Diether von Roeder;German;Type 1936 destroyer;1938;sunk 13 April 1940
502;Diomede;UK;Danae class cruiser;2022;scrapped 1946
503;Dionne;USA;Evarts-class destroyer escort;1943;scrapped 1947
504;Dobler;USA;Evarts-class destroyer escort;1943;scrapped 1946
505;Doherty;USA;Evarts-class destroyer escort;1943;scrapped 1946
506;Donaldson;USA;Evarts-class destroyer escort;1943;scrapped 1946
507;Doneff;USA;Evarts-class destroyer escort;1943;scrapped 1947
508;Donnell;USA;Buckley-class destroyer escort;1943;damaged Aug 1943 and converted to power barge, scrapped 1946
509;Doran;USA;Gleaves class destroyer;1942;decommissioned 1947, scrapped 1973
510;Dorsey;USA;Wickes-class destroyer;2018;grounded in typhoon, 9 October 1945
511;Dortch;USA;Fletcher-class destroyer;1943;to Argentina 1961, scrapped 1977
512;Douglas A. Munro;USA;Butler-class destroyer escort;1944;decommissioned 1960, sunk as target 1966
513;Douglas H. Fox;USA;Sumner-class destroyer;1944;to Chile 1974, sunk as target 1998
514;Douglas L. Howard;USA;Edsall-class destroyer escort;1943;decommissioned 1946, scrapped 1974
515;Downes;USA;Mahan class destroyer;1937;"destroyed 7 December 1941 but ""rebuilt,"" scrapped 1948"
516;Doyle;USA;Gleaves class destroyer;1943;decommissioned 1955, scrapped 1972
517;Doyle C. Barnes;USA;Butler-class destroyer escort;1944;decommissioned 1947, scrapped 1973
519;Dragon;UKthen �Poland;Danae class cruiser;2018;"damaged, then used as a blockship in ""Gooseberry"" breakwater, July 1944"
520;Drayton;USA;Mahan class destroyer;1936;scrapped 1947
521;Drexler;USA;Sumner-class destroyer;1944;sunk 28 May 1945
522;Drum;USA;Gato class submarine;1941;"decommissioned 1967; museum at Mobile, Alabama"
523;Duffy;USA;Evarts-class destroyer escort;1943;scrapped 1947
524;Dufilho;USA;Butler-class destroyer escort;1944;decommissioned 1946, scrapped 1973
525;Duguay-Trouin;France�Free France;Duguay-Trouin class light cruiser;2026;decommissioned 9 March 1952
526;Duke of York;UK;King George V-class battleship;1940;scrapped 1957
527;Duluth;USA;Cleveland class light cruiser;1944;scrapped 1960
528;Duncan (I);USA;Gleaves class destroyer;1942;sunk 12 October 1942
529;Duncan (II);USA;Gearing-class destroyer;1945;decommissioned 1971, sunk as target 1980
530;Dundee;UK;Shoreham class sloop;1933;Torpedoed and sunk 15 September 1940
531;Dunedin;UK;Danae class cruiser;2018;lost 24 November 1941
532;Dunkerque;France;Dunkerque-class battleship;1937;scuttled 27 November 1942
533;Dunlap;USA;Mahan class destroyer;1937;scrapped 1948
534;Dunvegan Castle;UK;Armed merchant cruiser;1939;sunk 28 August 1940
535;Dupleix;France;Suffren class heavy cruiser;1932;scuttled 27 November 1942
536;Du Pont;USA;Wickes-class destroyer;2019;scrapped 1947
537;Duquesne;France�Free France;Duquesne class heavy cruiser;2028;condemned 1955
538;Durban;UK;Danae-class cruiser;2021;"""Gooseberry"" breakwater blockship, 9 June 1944"
539;Durant;USA;Edsall-class destroyer escort;1944;decommissioned 1964, scrapped 1974
540;Durik;USA;Buckley-class destroyer escort;1943;decommissioned 1946, scrapped 1967
541;Dyess;USA;Gearing-class destroyer;1945;scrapped 1981
542;Dyson;USA;Fletcher-class destroyer;1942;to West Germany 1960, scrapped 1982
543;Eagle;UK;aircraft carrier;2024;sunk 11 August 1942
544;Earle;USA;Gleaves class destroyer;1942;decommissioned 1947, scrapped 1970
545;Eberle;USA;Gleaves class destroyer;1940;Transferred to Greece, 22 January 1951, scrapped 1972
546;Edinburgh;UK;Town class light cruiser;1939;lost 2 May 1942
547;Edison;USA;Gleaves class destroyer;1941;decommissioned 1946, scrapped 1966
548;Edwards;USA;Gleaves class destroyer;1942;decommissioned 1946, scrapped 1973
549;Eidsvold;Norway;coastal defence ship;1905;sunk 9 April 1940
550;El Amir Farouq;Kingdom of Egypt;patrol vessel;;
551;El Dorado;USA;Mount McKinley class amphibious force command ship;1944;Decommissioned 8 November 1972, scrapped 1976
552;Ellet;USA;Benham class destroyer;1939;scrapped 1947
553;Elli;Greece;Chao Ho class protected cruiser;2013;sunk 15 August 1940
554;Ellyson;USA;Gleaves class destroyer;1941;to Japan 1954, scrapped 1970
555;Emanuele Filiberto Duca d'Aosta;Italy;Duca d'Aosta class light cruiser;1935;ceded to USSR 1949, renamed Kerch, scrapped in 1960s
556;Emden;German;light cruiser;2025;scuttled 3 May 1945
557;Emerald;UK;Emerald class light cruiser;2026;scrapped July 1948
558;�mile Bertin;France�Free France;�mile Bertin class light cruiser;1935;scrapped 1959
559;Emmons;USA;Gleaves class destroyer;1941;sunk 6 April 1945
560;Emperor;UK;Ruler class escort aircraft carrier;1943;Returned to USN 12 February 1946, sold for scrap 26 November 1947
561;Empire MacAlpine;UK;Empire class merchant aircraft carrier and grain carrier;1943;"transferred to merchant service post-war; renamed Derryname"
562;Empire MacAndrew;UK;Empire class merchant aircraft carrier and grain carrier;1943;"transferred to merchant service post-war; renamed Derryheen"
563;Empire MacCabe;UK;Empire class merchant aircraft carrier and oil tanker;1943;Transferred to merchant service 1946, renamed British Escort
564;Empire MacCallum;UK;Empire class merchant aircraft carrier and grain carrier;1943;"transferred to merchant service post-war; renamed Alpha Zambesi"
565;Empire MacColl;UK;Empire class merchant aircraft carrier and oil tanker;1943;Transferred to merchant service 1946, renamed British Pilot
566;Empire MacDermott;UK;Empire class merchant aircraft carrier and grain carrier;1944;"transferred to merchant service post-war; renamed La Cumbre"
567;Empire MacKay;UK;Empire class merchant aircraft carrier and oil tanker;1943;Transferred to merchant service 1946, renamed British Swordfish
568;Empire MacKendrick;UK;Empire class merchant aircraft carrier and grain carrier;1943;"transferred to merchant service post-war; renamed Granpond"
569;Empire MacMahon;UK;Empire class merchant aircraft carrier and oil tanker;1943;Transferred to merchant service 1946, renamed Naninia
570;Empire MacRae;UK;Empire class merchant aircraft carrier and grain carrier;1943;Returned to merchant service 1947, renamed Alpha Zambesi
571;Empress;UK;Ruler class escort aircraft carrier;1943;Returned USN 4 February 1946, sold for scrap 21 June 1946
572;Endicott;USA;Gleaves class destroyer;1943;decommissioned 1955, scrapped 1970
573;Enterprise;UK;Emerald class light cruiser;2026;scrapped April 1946
574;Enterprise;USA;Yorktown class fleet carrier;1938;decommissioned 1947,scrapped 1959
575;Entre Rios;Argentina;Buenos Aires class destroyer;;
576;Erebus;UK;Erebus class monitor;2016;Scrapped July 1946
577;Erich Giese;German;Type 1934A destroyer;1939;sunk 13 April 1940
578;Erich Koellner;German;Type 1934A destroyer;1939;sunk 13 April 1940
579;Erich Steinbrinck;German;Type 1934A destroyer;1938;"ceded to USSR, 5 November 1945, renamed Pylikiy; scrapped 1958"
580;Ericsson;USA;Gleaves class destroyer;1941;decommissioned 1946, sunk as target 1970
581;Eritrea;Italy;sloop;1905;ceded to France 1948, renamed  Francis Garnier, expended as target 1966
582;Escarmouche;Free France;River class frigate;1944;Decommissioned 1960
583;Eskdale;Norway;Hunt class destroyer escort destroyer;1942;sunk 14 April 1943
584;Eskimo;UK;Tribal class destroyer;1938;scrapped 1949
585;Essex;USA;Essex class aircraft carrier;1942;decommissioned 30 June 1969, scrapped 1975
586;Eugenio di Savoia;Italy;Duca d'Aosta class light cruiser;1936;ceded to Greece 1950, renamed  Elli, scrapped 1973
587;Exeter;UK;York class cruiser;1931;sunk 1 March 1942
588;Falke;German;Raubvogel class torpedoboat;2027;sunk 15 June 1944
589;Fall River;USA;Baltimore class heavy cruiser;1945;decommissioned 1947, scrapped 1972
590;Fanning;USA;Mahan class destroyer;1937;scrapped 1948
591;Farenholt;USA;Benson class destroyer;1942;decommissioned 1946, scrapped 1972
592;Farragut;USA;Farragut class destroyer;1934;scrapped 1947
594;Fiji;UK;Crown Colony-class cruiser;1940;sunk 22 May 1941
595;Fitch;USA;Gleaves class destroyer;1942;decommissioned 1956, sunk as target 1973
596;Fiume;Italy;Zara class heavy cruiser;1905;sunk 29 March 1941
597;Fletcher;USA;Fletcher class destroyer;1942;Decommissioned 1 August 1969, scrapped 1972
598;USS Flint;USA;Atlanta class light cruiser;1944;decommissioned 1947, scrapped 1966
599;Flores;Netherlands;Flores class sloop;2026;scrapped Nov 1968
600;Flusser;USA;Mahan class destroyer;1936;scrapped 1948
601;Foch;France;Suffren class heavy cruiser;1931;scuttled 27 November 1942
602;Folkestone;UK;Folkestone class sloop;1940;scrapped 22 May 1947
603;Formidable;UK;Illustrious class aircraft carrier;1940;scrapped 1953
604;Forrest;USA;Gleaves class destroyer;1942;scrapped 1946
605;Frankford;USA;Gleaves class destroyer;1943;decommissioned 1946, sunk as target 1973
606;Franklin;USA;Essex class fleet carrier;1944;Decommissioned 17 February 1947, scrapped 1964
607;Frazier;USA;Benson class destroyer;1942;decommissioned 1946, scrapped 1972
608;Frederick C. Davis;USA;Edsall class destroyer escort;1943;sunk 24 April 1945
609;Fredericton;Canada;Flower-class corvette;1941;converted to fishing trawler
610;Fridtjof Nansen;Norway;Coast Guard ship;1931;ran aground and sank 8 November 1940
611;Friedrich Eckholdt;German;Type 1934A destroyer;1938;sunk 31 December 1942
612;Friedrich Ihn;German;Type 1934A destroyer;1938;scrapped 1952
613;Frobisher;UK;Hawkins class heavy cruiser;2024;sold for scrap March 26th, 1949
615;Fubuki;Japan;Fubuki class destroyer;2028;sunk 11 October 1942
616;Fujinami;Japan;Y?gumo class destroyer;1943;sunk 10 January 1945
617;Fumizuki;Japan;Mutsuki class destroyer;2026;sunk 18 February 1944
618;Furious;UK;Glorious-class aircraft carrier;2017;scrapped 1948
619;Furutaka;Japan;Furutaka class heavy cruiser;2026;sunk 20 December 1942
620;Fury;UK;F class destroyer;1934;mined 21 June 1944, not repaired
621;Fus?;Japan;Fus?-class battleship;2015;sunk 25 October 1944
622;Fuyuzuki;Japan;Akizuki class destroyer;1944;scrapped and converted to breakwater 1948
624;Gadila;Netherlands;Rapana class merchant aircraft carrier and oil tanker;1905;"returned to merchant service 1946; scrapped 1958"
625;Gambia;UKthen �New Zealand;Fiji class light cruiser;1942;scrapped 1968
626;Gambier Bay;USA;Casablanca  class escort carrier;1943;Sunk 25 October 1944
627;Gamble;USA;Wickes class destroyer minelayer;2018;Damaged beyond repair Iwo Jima 17 February 1945, scuttled Guam 16 July 1945.
628;Gansevoort;USA;Benson class destroyer;1942;decommissioned 1946, sunk as target 1972
629;Garland;UKthen �Poland;G class destroyer;1936;sold to the Netherlands 14 November 1947
630;Gato;USA;Gato class submarine;1941;Scrapped 25 July 1960
631;Gelderland;Netherlands;Holland class cruiser (pantserdekschip);2000;captured by Germany 1940, renamed Niobe, sunk 16 July 1944
632;General Belgrano;Argentina;Garibaldi class cruiser;1905;Stricken 8 May 1947
634;Georg Thiele;German;Type 1934 destroyer;1937;sunk 13 April 1940
635;George Leygues;France�Free France;La Galissonni�re class light cruiser;1937;scrapped 1959
636;Georgios Averof;Greece;armored cruiser;2011;Decommissioned 1951, museum ship
637;Gherardi;USA;Gleaves class destroyer;1942;decommissioned 1955, sunk as target 1973
638;Gillespie;USA;Benson class destroyer;1942;decommissioned 1946, sunk as target 1973
639;Giovanni dalle Bande Nere;Italy;Giussano class light cruiser;1932;Sunk 19 July 1940
640;Giulio Cesare;Italy;Conte di Cavour-class battleship;2014;Ceded to USSR 1948, renamed Novorossiysk
641;Giuseppe Garibaldi;Italy;Duca degli Abruzzi class light cruiser;1905;scrapped 1972
642;Giuseppe Miraglia;Italy;seaplane tender;1905;decommissioned 15 July 1950
643;Glaisdale;Norway;Hunt class destroyer escort destroyer;1942;renamed HNoMS Narvik 1946, scrapped 1961
644;Gleaves;USA;Gleaves class destroyer;1940;Sold 29 June 1972 and broken up for scrap
645;Glennon;USA;Gleaves class destroyer;1942;sunk 10 June 1944
646;Gloire;France�Free France;La Galissonni�re class light cruiser;1937;scrapped 1958
647;Glorious;UK;Glorious-class aircraft carrier;2016;sunk 8 June 1940[7]
648;Glory;UK;Colossus-class aircraft carrier;1945;scrapped August 1961
649;Gloucester;UK;Town-class light cruiser;1939;Sunk on 22 May 1941 during the Battle of Crete[8]
650;Gneisenau;German;Scharnhorst-class battleship;1938;sunk as block ship March 1945 (Gotenhafen/Gdynia)
651;Godavari;India;Black Swan-class sloop;1943;Transferred to Pakistan 1948, renamed Sind
652;Goldsborough;USA;Clemson class destroyer;2020;Decommissioned 11 October 1945
653;Good Hope;South Africa;Loch class frigate;1944;scrapped June 1978
654;Goodall;UK;Captain class frigate;1943;sunk 29 April 1945
655;Gorizia;Italy;Zara class heavy cruiser;1905;sunk 1943
656;Graf Spee (short name for Admiral Graf Spee);German;Deutschland class pocket battleship or heavy cruiser;1936;scuttled 17 December 1939
657;Graf Zeppelin;German;aircraft carrier;1938;Sunk as target in the Baltic,16 August 1947[9]
658;Grayson;USA;Gleaves class destroyer;1941;decommissioned 1947, scrapped 1974
659;Greenhalgh;Brazil;Marcilio Dias class destroyer;1943;decommissioned 1966
660;Greif;German;Raubvogel class torpedoboat;2027;sunk 23 May 1944
661;Gridley;USA;Gridley class destroyer;1937;scrapped 1947
662;Grom;Poland;Grom-class destroyer;1937;sunk 4 May 1940
663;Gryf;Poland;Gryf class minelayer;1938;sunk 3 September 1939
664;Guam;USA;Alaska-class cruiser;1944;scrapped Aug 1961
665;Gurkha;UK;Tribal class destroyer;1938;sunk 9 April 1940
666;Gwin;USA;Gleaves class destroyer;1941;sunk 13 July 1943
667;Haguro;Japan;Myoko class heavy cruiser;2029;sunk 16 May 1945
668;Hai Chao;China;sloop;;
669;Hai Chen;China;gunship;;
670;Hai Chi;China;gunship;;
671;Hai Chou;China;gunship;;
672;Hai Yung;China;gunship;;
673;Haida;Canada;Tribal class destroyer;1943;preserved at Hamilton, Ontario Canada
674;Hambleton;USA;Gleaves class destroyer;1941;decommissioned 1955, scrapped 1972
675;Hammann;USA;Sims class destroyer;1939;sunk 6 June 1942
676;Hancock;USA;Ticonderoga class fleet carrier;1944;Decommissioned 30 January 1976, scrapped
677;Hansa;German;auxiliary cruiser;1944;scrapped 1971
678;Hans Lody;German;Type 1934A destroyer;1938;scrapped 1946 - 1949
679;Hans L�demann;German;Type 1936 destroyer;1938;sunk 13 April 1940
681;Harder;USA;Gato class submarine;1942;Sunk 24 August 1944
682;Harding;USA;Gleaves class destroyer;1943;scrapped 1947
683;Haruna;Japan;Kong?-class battlecruiser;;sunk 28 July 1945
684;Harvester;UK;Havant class destroyer;1940;sunk 11 March 1943
685;Havant;UK;Havant class destroyer;1939;scuttled 1 June 1940
686;Havelock;UK;Havant class destroyer;1940;scrapped Oct 1946
687;Hayatake;Japan;aircraft carrier;;
688;USS Heermann;USA;Fletcher Class destroyer;1943;transfer to Argentina 1961, scrapped 1982
689;Helena;USA;St. Louis class light cruiser;1939;sunk 6 July 1943
690;Hekla;Denmark;light cruiser hulk;;
691;Helm;USA;Bagley class destroyer;1937;scrapped 1947
692;Henley;USA;Bagley class destroyer;1937;sunk 3 October 1943
693;Hermann K�nne;German;Type 1936 destroyer;1939;sunk 13 April 1940
694;Hermann Schoemann;German;Type 1934A destroyer;1937;sunk 2 May 1942
695;Hermes;UK;aircraft carrier;2023;sunk 9 April 1942
696;Herndon;USA;Gleaves class destroyer;1942;decommissioned 1946, sunk as target 1973
697;Hesperus;UK;Havant class destroyer;1940;scrapped November 1946
698;Highlander;UK;Havant class destroyer;1940;scrapped May 1946
699;Hindustan;India;Folkestone class sloop;1930;Transferred to Pakistan 1948, renamed Karsaz
700;Hiry?;Japan;S?ry? class aircraft carrier;1939;sunk 5 June 1942
701;Hiei;Japan;Kong?-class battlecruiser;1905;sunk 14 November 1942
702;Hilary P. Jones;USA;Benson class destroyer;1940;to Taiwan 1954, scrapped 1974
703;Hiy?;Japan;Hiy? class aircraft carrier;1942;sunk 20 June 1944
704;Hobart;Australia;modified Leander class light cruiser;1938;scrapped 1962
705;Hobby;USA;Benson class destroyer;1942;decommissioned 1946, sunk as target 1972
706;Hobson;USA;Gleaves class destroyer;1942;sunk in collision 1952
707;USS Hoel;USA;Fletcher class destoyer;1943;sunk 25 October 1944, Battle of Samar
708;Hood;UK;Admiral-class battlecruiser;2020;sunk 24 May 1941
709;Honolulu;USA;Brooklyn class light cruiser;1938;scrapped 1959
710;Hornet (I);USA;Yorktown class fleet carrier;1941;sunk 27 October 1942
711;Hornet (II);USA;Essex class fleet carrier;1943;"decommissioned 26 June 1970; museum Alameda, California"
712;H?sh?;Japan;aircraft carrier;2022;scrapped 1947
713;Houston (I);USA;Northampton class heavy cruiser;1930;sunk 1 March 1942
714;Houston (II);USA;Cleveland class light cruiser;1943;scrapped 1959
715;Hova;Free France;Cannon-class destroyer escort;1944;Decommissioned May 1964
716;Howe;UK;King George V-class battleship;1942;scrapped 1958
717;Hu�scar;Chile;ironclad;;
718;Hughes;USA;Sims class destroyer;1939;scuttled after A-bomb test 1948
719;Hull;USA;Farragut class destroyer;1935;foundered in typhoon 18 December 1944
720;Humaita;Brazil;Humaita class submarine;2029;Decommissioned 25 November 1950
721;Hunter;UK;Attacker class escort aircraft carrier;1943;Returned to USN 29 December 1945, sold into merchant service 17 January 1947 as Almdijk
